Label Name;BBox_left;BBox_top;BBox_right;BBox_bottom;Distance
002205.txt;410.92;177.04;455.92;204.88;45.93
002205.txt;437.98;175.0;473.86;198.46;52.59
002205.txt;494.79;177.83;519.03;192.32;75.49
002205.txt;389.79;177.82;418.1;198.26;53.68
002205.txt;170.51;180.37;208.66;203.45;48.69
004789.txt;530.7;171.28;577.52;207.13;31.75
004789.txt;558.62;171.04;589.47;196.1;42.46
004789.txt;610.75;166.7;640.7;193.49;43.52
004789.txt;456.66;173.33;511.08;209.89;30.52
004789.txt;583.62;165.45;606.81;187.22;53.95
001610.txt;796.85;184.16;1241.0;374.0;5.86
001610.txt;258.92;201.75;435.77;307.55;12.09
001610.txt;683.79;181.03;782.86;255.45;16.15
001610.txt;407.04;183.36;498.75;248.85;21.38
001610.txt;486.83;183.19;530.45;218.86;35.34
001610.txt;518.1;184.21;548.86;206.4;51.42
001610.txt;632.26;178.17;651.4;193.91;72.05
001610.txt;648.45;175.54;695.7;214.56;31.89
002283.txt;594.78;175.36;625.78;205.99;41.07
004228.txt;0.0;206.54;390.58;374.0;3.8
004228.txt;702.51;189.99;829.43;286.06;13.25
004228.txt;526.33;181.2;572.49;220.74;30.28
004228.txt;658.87;184.97;716.35;231.35;26.08
004228.txt;559.76;184.77;586.36;209.43;45.45
004228.txt;644.74;179.75;675.17;206.93;45.79
002559.txt;0.0;168.11;263.45;355.89;7.53
002559.txt;0.0;190.58;341.47;308.75;9.74
002559.txt;396.39;180.46;529.25;221.69;25.78
002559.txt;1218.62;164.02;1241.0;247.5;12.97
002559.txt;692.23;177.93;845.62;231.18;21.46
002559.txt;677.76;169.93;814.66;223.66;24.83
002559.txt;446.06;179.49;538.78;210.48;35.9
002559.txt;475.51;178.87;553.17;203.98;41.9
002575.txt;695.86;180.62;824.1;272.39;13.68
002575.txt;680.97;178.14;760.67;238.87;19.35
002575.txt;661.44;176.55;720.88;224.09;25.08
002575.txt;517.14;175.65;564.94;213.48;32.36
002575.txt;646.54;175.97;677.87;202.73;41.38
006564.txt;914.89;195.29;1241.0;374.0;4.6
006564.txt;268.02;180.93;402.56;234.65;21.35
006564.txt;602.63;170.01;693.34;205.09;34.64
006564.txt;825.3;168.25;926.16;197.87;37.45
006564.txt;532.67;175.66;603.4;204.94;38.67
006564.txt;233.26;179.51;323.43;212.64;33.99
006564.txt;568.49;175.26;593.55;192.18;64.4
006564.txt;528.65;176.64;558.18;194.16;64.08
006933.txt;580.65;181.33;653.77;241.91;21.07
006933.txt;151.34;187.13;257.77;242.51;21.72
006933.txt;194.94;189.23;339.82;261.2;17.78
005539.txt;151.51;186.68;346.42;258.28;16.76
005539.txt;258.91;186.98;401.72;239.57;21.86
005539.txt;913.04;160.73;957.96;186.04;45.75
002412.txt;0.0;195.12;283.82;374.0;4.81
002412.txt;0.0;193.88;202.28;341.44;9.07
002412.txt;312.46;197.24;411.26;252.29;20.93
002412.txt;226.99;199.49;354.3;257.75;21.73
004063.txt;0.0;234.42;146.91;374.0;4.46
004063.txt;741.11;153.76;1054.8;362.81;7.81
004063.txt;27.52;199.23;337.67;358.55;9.53
004063.txt;625.13;180.25;711.44;240.45;19.94
004063.txt;400.8;188.79;467.5;232.78;25.57
004063.txt;597.58;180.05;642.64;217.93;30.09
004063.txt;433.11;179.42;484.58;217.82;34.71
004063.txt;463.96;180.88;497.61;206.29;48.48
004063.txt;581.9;177.12;614.03;203.79;45.85
006438.txt;666.45;174.66;697.29;196.63;45.99
006438.txt;695.91;171.93;739.76;202.51;35.7
006438.txt;254.3;184.82;525.97;331.66;9.18
006438.txt;0.0;184.36;252.65;338.55;8.43
006438.txt;487.67;182.31;521.73;206.68;45.07
004120.txt;0.0;190.63;325.38;374.0;7.15
004120.txt;240.18;183.0;432.76;297.76;12.36
004120.txt;711.19;171.03;778.18;225.7;26.15
004120.txt;371.29;190.16;482.45;258.47;17.19
004120.txt;434.09;183.67;516.73;237.89;21.9
004120.txt;566.08;177.28;599.18;200.1;48.71
004120.txt;616.2;175.2;635.18;189.57;75.37
001271.txt;252.9;173.87;448.96;296.63;11.04
001271.txt;638.02;187.14;663.03;207.15;55.02
006310.txt;588.92;167.06;650.63;213.57;29.92
006310.txt;240.56;205.69;328.61;261.06;24.99
006310.txt;120.31;208.59;242.21;277.81;17.57
006310.txt;962.8;156.25;1215.42;234.7;14.73
006310.txt;855.69;157.89;1064.93;220.9;18.01
006310.txt;636.73;163.86;674.96;193.98;40.57
006310.txt;681.87;161.05;702.24;176.73;68.98
002772.txt;0.0;211.88;390.15;374.0;3.27
002772.txt;514.06;179.1;594.09;235.32;20.38
006104.txt;530.93;181.36;566.94;207.34;43.0
006031.txt;452.29;182.0;540.36;252.67;17.97
006031.txt;684.97;185.87;811.81;279.87;13.91
006031.txt;682.11;180.33;759.52;243.71;19.51
006031.txt;531.09;182.78;568.76;216.72;33.27
006031.txt;646.95;178.9;689.59;216.34;33.72
002521.txt;147.55;187.15;240.63;226.59;33.94
002521.txt;321.35;181.72;373.23;209.66;44.56
000190.txt;438.09;172.68;575.89;279.55;12.14
002256.txt;0.0;163.27;408.27;374.0;6.3
002256.txt;356.2;202.84;490.68;296.64;14.23
002256.txt;500.84;192.02;549.82;237.34;30.26
002256.txt;537.32;193.29;568.2;222.31;40.97
002256.txt;562.95;189.13;596.7;210.76;55.7
005251.txt;0.0;150.67;207.2;370.98;7.02
005251.txt;873.78;202.36;1241.0;374.0;3.64
005251.txt;690.88;175.49;810.15;271.11;14.47
005251.txt;0.0;189.99;300.02;317.78;9.59
005251.txt;126.75;188.86;367.4;286.59;12.11
005251.txt;158.97;182.24;407.44;268.25;14.68
005251.txt;668.45;182.93;747.22;236.74;20.53
005251.txt;650.53;177.33;697.74;219.83;29.55
005251.txt;418.7;169.68;499.07;213.9;33.17
005251.txt;458.11;182.56;529.37;210.61;38.58
005251.txt;636.74;179.25;665.9;203.48;43.35
001860.txt;0.0;174.15;122.61;318.73;9.32
001860.txt;0.0;185.07;254.96;290.84;12.15
001860.txt;146.68;180.65;342.92;259.2;16.74
001860.txt;193.59;179.49;364.02;252.01;19.3
001860.txt;312.4;179.28;393.38;223.97;24.68
001860.txt;338.95;179.16;445.81;221.14;27.46
001860.txt;456.44;178.68;496.4;208.54;39.37
002378.txt;0.0;186.59;319.96;374.0;2.67
002378.txt;949.76;216.7;1241.0;374.0;2.45
002378.txt;163.93;174.08;442.86;343.45;8.54
002378.txt;746.81;196.73;1060.64;374.0;8.05
002378.txt;429.73;170.1;516.15;238.41;17.2
002378.txt;678.54;176.83;750.15;227.25;22.02
002378.txt;487.54;173.02;549.18;217.68;24.41
002378.txt;651.79;171.93;682.57;199.2;42.23
005336.txt;53.9;182.64;332.31;342.92;9.33
007302.txt;592.91;172.88;626.92;205.63;38.56
006329.txt;922.68;147.43;1241.0;297.73;9.23
006329.txt;0.0;189.66;206.25;374.0;4.51
006329.txt;111.3;184.93;369.81;334.65;10.12
005376.txt;304.97;196.06;481.29;288.51;13.19
005376.txt;188.91;197.46;413.29;290.67;14.42
005376.txt;0.0;206.38;170.02;286.31;16.84
005376.txt;0.0;197.0;24.57;266.59;18.07
000161.txt;172.04;196.99;368.69;305.28;12.84
000161.txt;315.76;194.22;431.74;261.09;18.2
000161.txt;388.79;190.96;463.73;241.62;23.18
000161.txt;431.93;188.51;493.07;227.55;29.06
000161.txt;812.47;153.8;946.53;204.35;24.78
000161.txt;808.37;152.59;897.84;200.21;27.32
000161.txt;778.81;158.49;875.14;201.26;29.68
000161.txt;1208.77;127.08;1241.0;174.01;24.06
000161.txt;1149.25;128.05;1241.0;175.39;26.79
000161.txt;1107.9;134.41;1241.0;174.34;29.63
000161.txt;1074.51;138.99;1215.83;176.62;32.12
000161.txt;475.02;186.83;522.05;217.73;36.63
000161.txt;666.77;175.46;714.92;212.61;30.83
007107.txt;582.5;175.33;705.59;291.59;11.61
007107.txt;841.48;169.64;1114.85;338.69;8.4
007107.txt;697.48;170.75;801.43;217.0;26.04
007107.txt;675.67;173.46;740.32;204.66;37.01
007107.txt;658.97;174.02;719.41;198.19;43.49
007107.txt;0.0;182.7;157.31;284.33;13.58
007107.txt;173.84;190.42;303.23;245.9;20.38
007107.txt;382.73;180.9;444.32;211.59;36.96
007107.txt;421.98;174.29;465.45;206.43;43.05
007107.txt;468.86;175.72;507.96;197.85;53.52
007107.txt;517.38;176.57;553.81;192.79;65.99
007107.txt;281.13;178.23;347.37;209.77;35.35
005321.txt;571.58;177.46;615.59;217.58;30.9
005321.txt;0.0;178.92;377.44;375.0;4.9
005321.txt;0.0;193.22;150.14;323.9;9.09
005321.txt;279.99;176.99;386.02;238.57;21.36
005321.txt;409.24;183.08;504.98;247.33;18.73
005321.txt;371.21;181.84;441.29;221.96;28.19
005321.txt;496.18;183.47;546.44;218.38;31.02
005321.txt;464.51;180.41;500.54;204.26;46.14
005321.txt;0.0;186.01;168.6;261.83;16.6
005321.txt;171.93;183.98;280.16;233.53;23.53
005593.txt;956.63;187.75;1241.0;321.31;9.95
006963.txt;0.0;197.22;44.11;233.75;30.3
006963.txt;45.12;193.75;138.46;229.65;36.49
006963.txt;130.86;190.74;194.8;217.85;43.26
006963.txt;174.3;189.57;231.03;214.45;47.54
006963.txt;220.57;188.79;265.13;212.63;53.63
005249.txt;817.92;182.71;938.63;228.3;24.48
005249.txt;384.08;182.87;418.55;202.26;59.82
001345.txt;399.07;181.42;434.44;200.9;58.0
004787.txt;832.42;174.85;1241.0;374.0;4.96
004787.txt;0.0;182.72;178.83;374.0;6.1
004787.txt;0.0;154.89;223.11;339.29;8.5
004787.txt;22.74;187.87;303.39;291.07;11.1
004787.txt;192.68;187.49;411.29;268.87;13.86
004787.txt;265.94;182.1;453.97;256.22;16.08
004787.txt;307.11;179.45;449.08;247.95;18.57
004787.txt;313.88;175.69;481.79;236.72;20.89
004787.txt;377.81;177.82;492.64;222.75;25.76
004787.txt;429.25;165.62;525.0;210.05;35.42
004787.txt;686.12;184.37;764.86;245.47;18.42
004787.txt;742.54;172.66;876.47;226.83;23.53
004787.txt;689.7;170.47;766.29;204.67;38.96
004787.txt;635.42;177.4;662.51;197.91;52.36
000682.txt;0.0;180.84;335.53;374.0;5.21
000682.txt;646.17;188.33;674.33;211.09;48.88
006659.txt;799.24;203.87;1220.71;374.0;5.79
006659.txt;507.64;179.42;566.98;228.03;25.48
006659.txt;657.48;178.46;702.04;216.04;33.06
007268.txt;0.0;202.87;40.72;254.42;22.58
007268.txt;573.4;185.2;629.82;220.35;32.98
007059.txt;250.8;167.34;477.22;329.11;9.7
007059.txt;936.09;228.92;1241.0;374.0;2.23
007059.txt;438.55;185.03;537.78;251.38;17.54
007059.txt;637.65;176.73;679.73;210.14;34.34
004691.txt;800.74;171.74;1241.0;374.0;5.85
004691.txt;0.0;173.68;292.12;304.91;9.98
004691.txt;0.0;175.39;184.36;345.02;7.62
004691.txt;158.92;181.86;411.85;276.51;12.67
004691.txt;324.21;177.19;445.14;231.06;22.16
004691.txt;351.48;181.49;467.36;226.63;24.28
004691.txt;715.46;177.2;797.41;212.62;31.15
004691.txt;625.85;178.17;661.29;202.85;43.33
006333.txt;236.08;188.6;412.65;278.64;14.77
006333.txt;466.47;177.53;527.07;210.9;33.29
006333.txt;646.12;169.65;686.29;202.61;35.47
005516.txt;589.5;178.17;720.04;301.41;11.06
005516.txt;1229.86;186.29;1241.0;374.0;3.69
005516.txt;722.23;172.67;847.69;231.03;21.06
005516.txt;690.82;177.06;765.34;213.67;32.05
005516.txt;669.82;178.4;736.95;206.03;38.68
005516.txt;360.27;188.1;444.15;237.89;23.48
005516.txt;25.43;198.46;224.0;275.57;15.64
005516.txt;529.35;179.17;562.07;201.42;51.96
005516.txt;580.28;176.51;605.7;194.18;67.66
005516.txt;350.26;185.69;425.01;222.13;32.1
005516.txt;398.58;178.06;450.07;214.45;38.24
005516.txt;456.12;179.45;500.09;203.97;48.49
005516.txt;513.68;180.66;553.97;198.33;61.27
005516.txt;230.15;182.83;308.55;220.01;30.53
005516.txt;216.14;181.28;299.52;208.68;41.65
001542.txt;598.82;175.59;626.7;203.15;45.46
001542.txt;299.26;188.93;369.6;225.45;31.28
001542.txt;365.05;184.79;428.69;222.51;28.92
001542.txt;477.04;181.25;504.95;201.5;53.01
001218.txt;200.75;188.84;302.11;233.27;27.48
001218.txt;288.62;185.97;349.5;213.64;42.92
003354.txt;459.41;181.27;535.92;234.65;22.81
005442.txt;192.88;178.88;267.11;212.37;36.32
005442.txt;250.68;179.92;316.39;206.19;41.82
005442.txt;306.54;178.95;362.03;201.62;49.32
003243.txt;700.42;174.8;813.52;258.87;15.91
002517.txt;0.0;210.81;221.73;374.0;7.41
002517.txt;333.9;195.09;484.8;302.49;12.52
002517.txt;134.54;201.49;346.51;318.53;11.64
002517.txt;1218.4;160.6;1241.0;273.43;10.58
002517.txt;488.4;188.99;543.97;237.17;26.41
002517.txt;532.89;185.79;563.25;213.35;42.8
002517.txt;637.14;183.82;736.03;222.93;31.81
002517.txt;615.43;180.68;682.31;208.62;45.55
006537.txt;939.15;171.89;1030.28;252.09;16.76
006537.txt;838.33;177.43;888.12;207.98;36.66
006143.txt;50.86;189.87;376.28;374.0;7.79
006143.txt;300.42;183.07;469.73;283.38;13.05
006143.txt;1010.62;150.57;1146.32;230.49;17.18
006143.txt;895.5;162.51;1018.67;226.84;18.67
006143.txt;845.43;164.67;949.1;221.42;21.24
006143.txt;821.42;168.08;924.9;216.7;24.49
006143.txt;797.5;164.56;897.66;210.15;27.27
006143.txt;676.21;174.56;757.8;239.73;19.59
006143.txt;667.15;181.6;723.61;223.5;25.67
006143.txt;461.56;174.98;535.32;226.52;24.2
006143.txt;718.99;165.49;793.83;198.52;38.93
007106.txt;260.81;185.03;419.79;236.72;22.26
007106.txt;513.21;179.45;563.66;194.44;68.28
000556.txt;522.6;183.29;565.12;209.71;40.38
000556.txt;420.43;185.83;504.81;214.37;41.79
007138.txt;369.26;179.37;501.35;281.27;13.7
007138.txt;763.57;176.41;952.58;308.12;9.99
007138.txt;704.22;181.56;820.11;268.22;14.66
007138.txt;658.44;177.75;706.87;218.57;27.9
007138.txt;918.01;183.35;1241.0;374.0;3.76
004109.txt;533.16;159.06;578.8;206.92;30.68
006515.txt;743.42;156.33;935.71;290.18;11.33
006515.txt;401.3;177.76;505.1;252.0;17.07
006515.txt;537.9;166.49;601.17;212.89;27.9
006515.txt;699.66;169.1;768.44;216.86;23.85
002027.txt;615.31;173.95;655.04;213.83;30.04
002027.txt;467.32;182.1;543.29;228.42;24.72
002027.txt;511.47;176.41;556.63;212.56;31.62
002027.txt;537.02;174.47;572.18;198.78;43.46
006593.txt;309.42;189.03;390.93;235.33;27.65
006593.txt;401.99;184.06;443.99;214.34;40.18
006593.txt;585.42;180.4;603.01;194.26;68.15
004794.txt;427.08;179.78;540.12;259.69;15.37
004794.txt;510.54;176.69;563.9;219.69;25.44
004794.txt;600.71;171.42;642.22;209.26;31.43
004794.txt;563.83;169.37;596.33;198.45;40.83
000522.txt;568.24;179.26;671.33;276.7;13.5
000522.txt;1149.13;190.84;1241.0;374.0;4.38
000522.txt;0.0;193.54;95.71;228.95;31.27
007039.txt;0.0;189.43;157.78;322.26;10.81
007039.txt;228.0;188.75;355.64;249.6;20.17
007039.txt;344.46;176.94;424.3;229.24;26.97
007039.txt;397.48;185.52;452.66;220.83;32.03
007039.txt;426.59;179.0;482.61;215.72;36.89
007039.txt;480.36;181.39;519.45;206.53;46.49
005308.txt;180.0;185.01;279.44;224.0;30.72
005308.txt;413.01;178.94;446.32;199.77;53.7
005308.txt;370.97;181.39;414.78;201.56;54.57
003115.txt;40.37;190.67;287.21;277.24;13.8
003115.txt;142.92;185.26;353.39;257.92;16.46
003115.txt;336.94;173.37;460.13;224.89;28.08
003115.txt;459.54;179.72;520.96;204.32;46.67
001726.txt;590.84;177.15;623.81;209.76;38.71
001726.txt;159.88;194.08;332.77;268.78;15.96
002103.txt;821.05;195.57;1241.0;374.0;4.64
002103.txt;369.95;197.51;505.92;294.7;13.45
002103.txt;700.29;190.03;911.7;327.79;9.96
002103.txt;522.64;185.16;559.66;216.34;34.58
002103.txt;635.53;180.24;670.21;208.75;40.22
000660.txt;801.14;165.51;940.94;220.29;22.6
000660.txt;643.42;167.3;673.44;192.27;44.84
003620.txt;54.85;194.79;365.73;364.0;8.65
003620.txt;666.74;177.95;746.22;239.22;20.16
003620.txt;240.4;181.82;378.82;233.06;22.34
003620.txt;727.77;184.5;862.98;280.05;12.74
003620.txt;658.93;177.66;712.78;223.75;26.57
003620.txt;452.91;183.45;513.61;226.74;26.94
003620.txt;481.4;172.09;529.55;213.14;32.52
003620.txt;760.29;188.51;1016.72;352.17;8.4
003620.txt;507.33;174.82;545.7;208.54;38.35
003620.txt;536.95;181.62;558.46;195.42;73.09
007440.txt;399.93;192.19;467.22;237.43;25.53
007440.txt;656.61;175.7;709.8;216.25;29.13
007440.txt;437.44;190.14;493.08;225.9;30.87
007440.txt;475.78;182.03;518.09;216.25;39.24
007440.txt;494.91;183.47;529.93;210.37;46.1
007440.txt;0.0;210.46;98.73;247.67;33.22
007440.txt;51.85;208.83;147.44;245.08;33.29
007440.txt;96.49;203.54;198.3;242.84;32.69
005587.txt;593.84;173.7;624.99;204.48;40.89
001027.txt;583.28;175.48;640.28;230.38;23.62
003015.txt;733.66;181.69;901.64;326.55;9.81
003015.txt;596.47;186.05;744.91;278.47;13.81
003015.txt;153.59;199.58;301.06;290.06;15.08
003015.txt;538.9;182.4;624.39;245.02;20.54
003015.txt;514.33;182.75;586.7;230.7;25.34
003015.txt;278.75;190.9;340.5;238.02;25.14
003015.txt;491.73;188.42;540.0;223.95;30.57
004357.txt;522.72;176.2;554.99;205.42;44.5
003286.txt;245.29;179.44;356.43;227.05;24.28
003286.txt;696.84;173.82;731.55;203.21;37.63
003286.txt;812.76;168.44;857.98;184.09;68.14
003286.txt;882.74;165.38;932.29;183.41;66.53
001468.txt;597.51;177.14;660.37;228.14;21.22
001468.txt;56.91;177.7;358.93;374.0;6.92
001468.txt;210.27;177.45;418.4;297.33;10.83
001468.txt;405.74;175.29;537.35;229.76;20.21
001468.txt;462.14;172.22;543.81;211.77;28.36
001468.txt;478.3;172.09;559.01;207.03;31.32
001468.txt;818.03;166.02;1127.04;337.17;9.28
001468.txt;749.48;181.31;869.57;254.15;16.03
001468.txt;717.93;180.01;798.81;231.4;21.3
001468.txt;700.31;165.6;769.94;216.52;26.6
001468.txt;0.0;186.97;123.05;296.83;8.89
001468.txt;323.74;170.31;419.87;217.51;23.68
001468.txt;608.42;168.55;645.07;201.96;34.91
001468.txt;85.0;181.75;278.71;264.94;13.9
005354.txt;570.83;182.19;628.0;228.04;23.56
005354.txt;0.0;191.55;270.84;370.74;7.61
005354.txt;255.44;179.16;443.33;270.94;13.52
005354.txt;426.01;173.91;528.91;216.18;29.68
005354.txt;711.85;183.48;822.18;253.64;16.83
005354.txt;17.19;186.1;224.19;269.02;13.67
005354.txt;594.03;178.85;632.92;214.33;32.98
005354.txt;0.0;178.85;108.93;235.87;18.25
006936.txt;768.74;184.37;1198.69;374.0;6.23
006936.txt;716.07;183.16;870.83;292.27;11.71
006936.txt;678.03;178.25;769.81;248.49;17.65
006936.txt;483.56;180.45;547.22;230.83;24.81
006936.txt;668.22;180.34;724.14;225.49;25.77
006936.txt;649.98;180.46;689.43;213.64;33.74
001906.txt;296.58;177.45;339.08;198.12;53.52
001906.txt;574.09;173.71;615.07;214.54;31.22
006423.txt;554.69;176.29;623.42;238.96;20.48
006423.txt;29.85;204.24;425.01;375.0;7.12
006423.txt;0.0;196.34;114.41;322.87;8.33
006423.txt;353.83;184.77;496.0;276.77;13.84
006423.txt;233.03;180.32;360.9;248.81;18.39
006423.txt;447.48;176.19;527.44;238.43;21.11
006423.txt;382.91;177.63;446.02;220.12;30.29
006423.txt;502.9;175.82;552.02;216.16;31.68
006423.txt;331.58;181.24;386.76;210.84;36.98
005217.txt;445.54;176.91;563.91;219.22;27.47
005217.txt;0.0;232.25;113.08;374.0;1.98
005217.txt;619.96;174.01;736.07;210.87;31.39
005217.txt;410.38;172.89;561.37;231.06;21.66
007322.txt;604.91;175.18;841.11;267.63;13.47
000192.txt;573.15;179.59;605.63;209.19;41.19
000192.txt;0.0;188.97;175.41;325.79;9.88
000192.txt;140.95;187.68;315.55;268.37;15.82
000192.txt;450.93;185.93;512.69;229.68;25.97
000192.txt;487.99;184.1;528.93;213.69;37.03
000192.txt;0.0;185.18;111.61;278.3;13.36
005431.txt;694.58;184.99;797.51;255.87;16.1
005431.txt;99.18;181.15;407.43;366.71;7.83
005431.txt;636.85;177.3;673.48;204.93;40.38
005431.txt;0.0;186.44;146.14;314.78;9.04
005431.txt;363.65;182.92;488.64;263.62;15.43
005431.txt;233.16;184.02;355.22;244.89;18.84
005431.txt;350.39;183.64;420.43;223.86;27.74
005431.txt;507.3;181.37;544.06;207.59;39.65
005431.txt;527.14;179.99;554.69;200.82;49.7
005431.txt;588.4;177.84;616.21;203.94;45.84
005431.txt;617.68;178.12;631.22;191.91;77.42
003917.txt;592.85;179.94;658.69;242.24;20.1
003917.txt;1161.2;158.54;1241.0;374.0;4.35
003917.txt;751.07;177.36;896.82;259.38;15.29
003917.txt;692.87;178.54;808.36;229.44;21.84
003917.txt;0.0;193.59;170.82;371.43;7.36
003917.txt;376.92;182.5;467.06;235.16;24.4
003917.txt;0.0;193.9;202.99;282.11;14.99
003917.txt;188.35;180.01;308.95;248.51;21.25
003917.txt;507.54;181.04;554.52;207.28;42.71
003917.txt;594.19;173.78;619.92;193.53;66.55
003917.txt;345.27;182.03;423.36;220.83;31.62
003917.txt;453.9;182.87;509.32;207.77;44.39
003917.txt;0.0;184.09;42.63;228.97;23.34
003917.txt;646.14;176.3;672.13;194.27;60.96
003917.txt;230.74;182.93;324.6;220.72;30.59
004474.txt;311.18;178.27;456.34;277.28;13.62
003904.txt;981.14;219.53;1241.0;374.0;1.41
003904.txt;0.0;202.66;366.21;374.0;3.4
003904.txt;242.62;197.41;481.3;364.6;8.31
003904.txt;752.67;190.14;1023.32;374.0;7.95
003904.txt;688.05;188.11;822.26;287.92;13.03
003904.txt;497.33;185.82;560.97;238.62;23.67
003904.txt;533.48;174.06;584.33;225.26;29.19
003904.txt;563.63;176.24;608.05;216.44;35.17
003904.txt;615.51;182.74;652.5;205.62;50.61
005616.txt;698.2;155.45;855.83;262.06;14.43
005616.txt;322.49;190.57;442.95;275.53;14.99
005616.txt;423.16;189.84;485.47;234.19;23.48
005616.txt;452.09;177.08;502.27;219.6;30.01
002955.txt;911.99;207.75;1241.0;374.0;2.31
002955.txt;737.73;189.78;1067.95;374.0;7.1
002955.txt;495.69;179.3;675.26;269.18;14.95
001173.txt;551.9;176.8;571.93;194.49;70.08
002142.txt;714.11;187.28;841.55;279.46;12.84
002142.txt;113.76;179.37;291.94;267.76;14.8
002142.txt;264.24;186.34;452.67;300.13;11.41
002142.txt;446.54;178.19;518.28;232.47;22.61
002142.txt;660.12;179.42;721.42;225.74;24.89
002142.txt;483.44;180.51;536.25;218.19;30.42
002142.txt;389.27;182.19;446.73;216.57;31.73
002142.txt;440.01;179.96;478.95;205.63;41.86
002142.txt;528.57;180.83;555.0;200.25;52.76
002142.txt;586.06;177.3;612.39;202.01;48.31
002142.txt;636.05;179.38;663.01;201.57;48.8
002142.txt;621.22;177.91;641.07;196.63;59.85
006301.txt;889.98;170.72;1241.0;374.0;4.62
006301.txt;493.57;185.03;580.03;243.32;19.08
006301.txt;685.9;173.69;734.16;209.13;32.84
006301.txt;546.32;180.32;597.23;220.29;28.05
006301.txt;710.01;172.75;784.74;233.94;20.91
006301.txt;671.9;175.41;696.9;196.34;49.71
000390.txt;478.55;182.18;520.33;225.26;30.59
000390.txt;463.21;185.28;499.61;210.78;44.83
006114.txt;0.0;157.83;138.7;374.0;5.09
006114.txt;695.79;166.33;776.48;235.17;20.81
006114.txt;668.83;173.72;710.45;209.72;36.41
006114.txt;543.2;178.92;576.29;206.89;42.25
006114.txt;586.57;174.9;618.48;198.24;53.25
006159.txt;0.0;199.4;124.08;374.0;5.54
006159.txt;0.0;192.18;327.83;300.19;10.77
006159.txt;1030.14;150.29;1241.0;265.62;10.99
006159.txt;1152.04;148.78;1241.0;253.82;10.91
006159.txt;189.97;183.03;388.05;244.51;17.73
006323.txt;511.65;177.46;550.26;198.42;52.46
006323.txt;716.21;176.4;739.38;196.91;52.96
002383.txt;960.77;202.89;1241.0;374.0;1.69
002383.txt;0.0;212.46;179.01;374.0;2.43
002383.txt;745.22;185.88;1030.9;361.88;7.66
002383.txt;694.54;174.98;839.7;272.43;12.53
002383.txt;613.94;165.07;744.15;218.6;23.11
002208.txt;415.51;178.0;492.83;207.86;37.83
001920.txt;380.1;181.66;427.8;205.98;47.47
003771.txt;273.84;192.39;425.13;282.68;13.82
004180.txt;308.7;177.77;480.26;230.08;20.53
004180.txt;684.83;167.42;885.42;237.21;16.61
004180.txt;664.03;157.5;835.29;224.99;19.94
004180.txt;389.73;174.37;500.14;210.81;30.69
004180.txt;427.83;174.72;517.1;203.18;37.01
001372.txt;91.38;191.8;369.56;323.01;11.03
001372.txt;459.26;181.25;528.1;219.47;29.5
001372.txt;660.0;174.76;707.13;212.09;31.55
001372.txt;628.3;169.52;659.49;188.29;70.27
000420.txt;0.0;189.0;351.2;374.0;5.34
000420.txt;479.52;164.58;599.67;250.22;16.11
000420.txt;804.28;168.64;915.34;270.42;12.08
000420.txt;344.73;180.38;464.68;251.8;16.53
000420.txt;844.29;160.91;996.56;233.02;16.89
005440.txt;408.2;187.38;440.92;206.81;62.22
007190.txt;807.23;176.66;928.12;237.24;18.98
002567.txt;139.17;201.27;428.43;374.0;8.16
002567.txt;664.06;165.24;715.79;202.88;36.41
002567.txt;399.2;190.34;466.23;230.9;32.64
002567.txt;939.36;164.02;1115.76;219.8;20.35
002567.txt;869.04;162.11;1025.36;209.5;23.63
002567.txt;707.71;162.28;742.05;188.3;46.68
002628.txt;437.62;183.35;468.05;199.57;68.35
003129.txt;600.94;174.58;628.49;201.81;45.98
003129.txt;393.25;182.67;441.73;210.34;41.01
002580.txt;549.16;186.58;575.09;207.58;46.6
002580.txt;449.77;187.64;494.07;217.62;36.14
002580.txt;327.09;185.51;473.35;286.65;13.59
002580.txt;382.01;183.68;412.19;201.84;59.94
002580.txt;156.13;190.91;255.67;231.69;29.03
002580.txt;0.0;186.45;134.28;268.08;16.94
000456.txt;430.72;183.25;527.97;265.85;19.82
000456.txt;529.14;190.0;561.33;220.42;43.91
001262.txt;587.18;182.74;640.35;226.31;24.77
001262.txt;226.49;183.87;414.69;284.08;12.13
001262.txt;387.14;186.36;518.27;236.89;22.4
001262.txt;510.08;173.31;569.52;202.32;46.51
001262.txt;591.81;179.83;625.85;210.88;37.42
001262.txt;0.0;187.17;86.78;244.47;17.05
001262.txt;0.0;182.86;213.8;298.06;11.42
001262.txt;180.7;177.82;318.49;247.86;17.51
004761.txt;567.82;183.93;597.67;210.96;41.0
001114.txt;357.91;191.36;502.65;269.18;16.14
001114.txt;734.34;177.35;829.73;246.58;17.87
001114.txt;658.8;172.02;696.76;195.57;56.25
003524.txt;285.12;194.74;448.54;304.45;11.63
003524.txt;514.95;178.87;558.59;211.13;35.23
002828.txt;321.49;185.25;386.17;216.6;39.05
004974.txt;0.0;233.41;189.19;374.0;2.4
004974.txt;487.86;180.59;540.17;220.27;27.43
003031.txt;582.59;173.06;601.92;188.37;61.81
003031.txt;559.94;172.24;576.91;186.04;74.46
003488.txt;570.93;179.11;604.05;209.29;40.43
003488.txt;0.0;224.09;220.19;375.0;2.54
003488.txt;27.18;190.22;263.24;292.67;12.59
