Type;BBox_left;BBox_top;BBox_right;BBox_bottom;Distance;Label Name;Average Depth;Depth Variance;Depth Median;Depth Mode;Depth Range;Depth Percentile
Car;105.61;183.51;300.11;277.64;14.05;000741.txt;117.39522640480087;9606.898596961832;137.0;255.0;255.0;228.75
Car;372.11;178.59;504.2;274.29;14.41;000741.txt;126.66388494318181;8840.498394250651;147.0;255.0;255.0;210.5
Car;344.17;178.78;424.85;229.45;25.71;000741.txt;132.16948529411764;8643.458529637039;151.0;255.0;255.0;197.5
Car;488.63;178.59;548.66;226.59;26.96;000741.txt;149.16223958333333;7114.207272067599;157.0;255.0;255.0;164.5
Car;301.31;184.04;367.15;217.96;32.83;000741.txt;141.70259412304867;7825.129984087787;145.5;255.0;255.0;193.75
Car;574.2;180.16;606.81;209.9;41.02;005557.txt;168.5980603448276;5420.520556582565;210.0;255.0;219.0;155.5
Car;0.0;192.73;48.76;326.78;7.13;005557.txt;123.72003264925372;8892.38823053376;149.0;255.0;255.0;157.75
Car;26.39;189.93;264.4;291.73;13.04;005557.txt;116.9864372219476;9278.250485436452;147.0;255.0;255.0;154.25
Car;435.75;187.15;506.08;236.04;23.55;005557.txt;138.4582494969819;8103.076655860717;157.0;255.0;255.0;153.25
Car;481.76;184.04;526.26;215.8;34.61;005557.txt;153.84713261648744;6573.540968480621;161.0;255.0;253.0;155.5
Car;0.0;186.04;34.72;278.74;11.23;005557.txt;129.92527173913044;8476.179917605186;152.0;255.0;255.0;157.75
Car;559.9;176.25;603.74;216.23;31.02;000249.txt;161.23082386363637;5778.062203298521;181.0;255.0;219.0;155.5
Car;102.42;183.7;425.73;375.0;7.68;000249.txt;114.44876322239422;9568.143796683742;141.0;255.0;255.0;224.5
Car;0.0;197.12;93.16;325.8;7.57;000249.txt;126.46211357526882;8754.560350573125;149.0;255.0;255.0;164.25
Car;357.57;188.5;467.94;263.83;15.47;000249.txt;126.39584848484849;8819.298061552801;146.0;255.0;255.0;195.0
Car;188.31;186.03;331.32;254.48;17.59;000249.txt;114.89996400658165;9535.224849854732;142.0;255.0;255.0;221.0
Car;96.72;186.51;228.83;240.31;21.26;000249.txt;127.87026515151516;8859.970928408931;143.0;255.0;255.0;211.75
Car;574.72;175.59;610.22;207.95;37.84;000756.txt;167.26714409722223;5563.294302434097;201.0;255.0;219.0;155.5
Car;0.0;215.36;166.16;375.0;3.14;000756.txt;113.44731739457832;9589.545662043087;131.5;255.0;255.0;179.0
Car;0.0;199.4;210.05;295.9;11.74;000756.txt;122.31190476190476;8996.052765022674;150.0;255.0;255.0;147.75
Car;305.58;187.84;447.4;273.61;14.09;000756.txt;126.81812970848345;8769.926348352647;157.0;255.0;255.0;168.5
Car;279.44;177.66;376.21;234.75;22.34;000756.txt;137.62194791101464;8178.427749434075;157.0;255.0;255.0;179.0
Car;422.31;182.84;496.11;230.31;24.06;000756.txt;142.2690033783784;7663.935520065304;157.0;255.0;255.0;164.5
Car;479.55;182.88;525.38;214.2;33.37;000756.txt;156.57252038043478;5846.556901120509;157.0;255.0;246.0;153.25
Car;570.22;175.75;621.46;222.47;26.81;004107.txt;156.30798915310805;6199.651805176351;163.0;255.0;228.0;155.5
Car;290.47;190.1;458.22;290.27;12.24;004107.txt;119.83811011904761;9149.404580356924;145.0;255.0;255.0;213.5
Car;370.26;181.64;434.66;219.87;28.6;004107.txt;129.73499177631578;8987.278043667697;155.0;255.0;255.0;192.5
Car;573.55;180.85;608.88;213.14;38.01;004648.txt;162.4525974025974;5363.435198881205;192.0;255.0;219.0;155.5
Car;123.86;193.73;306.39;279.13;14.3;004648.txt;125.90491167873935;8818.395043863722;152.0;255.0;255.0;156.0
Car;289.68;195.13;473.16;307.52;11.52;004648.txt;120.37116653726709;9101.827006364349;150.0;255.0;255.0;202.25
Car;313.26;186.64;404.84;236.86;23.4;004648.txt;132.0621978021978;8532.0794281367;152.0;255.0;255.0;199.5
Car;439.58;187.22;505.54;228.49;27.28;004648.txt;143.54490022172948;7365.157444428331;156.0;255.0;255.0;173.0
Car;110.25;192.91;240.68;245.57;21.24;004648.txt;130.29600870827286;8543.623119047821;157.0;255.0;255.0;159.0
Car;233.15;182.85;323.57;227.92;28.55;004648.txt;137.81592592592594;8323.213400685872;159.0;255.0;255.0;174.75
Car;570.93;179.11;604.05;209.29;40.43;003488.txt;165.24093137254903;5227.108863838428;203.0;255.0;219.0;155.5
Car;0.0;224.09;220.19;375.0;2.54;003488.txt;113.46216134858518;9584.577752462828;108.0;255.0;254.0;175.25
Car;27.18;190.22;263.24;292.67;12.59;003488.txt;122.69074027916251;8960.127376869734;154.0;255.0;255.0;172.75
Car;231.33;189.02;342.31;245.53;19.79;003488.txt;134.8756837194337;8416.300946685038;157.0;255.0;255.0;172.5
Car;343.16;188.77;461.06;254.59;18.05;003488.txt;133.03913071391884;8436.146356563295;157.0;255.0;255.0;161.5
Car;507.88;183.39;540.54;209.01;42.53;003488.txt;158.55361305361305;5922.350272493628;160.0;255.0;228.0;155.5
Car;0.0;181.94;152.98;262.34;16.77;003488.txt;123.77071150097466;8878.33550345738;153.0;255.0;255.0;157.75
Car;259.57;181.53;346.06;226.54;27.55;003488.txt;141.39744572158367;8039.758128852417;157.0;255.0;255.0;152.75
Car;557.18;173.55;628.75;238.81;19.74;007449.txt;140.43504875406285;8230.639714163388;164.0;255.0;255.0;155.5
Car;483.13;182.08;540.12;221.41;26.36;007449.txt;140.8937246963563;7669.056294403741;157.0;255.0;255.0;131.75
Car;571.67;175.15;616.21;215.76;30.55;005855.txt;158.5847222222222;6220.947544367284;168.0;255.0;229.0;155.5
Car;0.0;194.22;176.77;375.0;4.96;005855.txt;109.02045925414365;9860.752351697674;105.0;255.0;253.0;173.75
Car;234.83;188.43;340.09;242.53;19.79;005855.txt;123.08411949685535;8962.0269036447;154.0;255.0;255.0;144.75
Car;467.61;171.7;522.16;214.54;32.28;005855.txt;153.7479915433404;6815.1559420548965;166.0;255.0;255.0;155.5
Car;503.48;180.44;537.38;205.28;44.31;005855.txt;168.0020588235294;5564.573819290657;167.0;255.0;210.0;152.5
Car;0.0;186.81;150.67;267.3;15.32;005855.txt;114.31728395061728;9446.820688919372;122.5;255.0;255.0;179.0
Car;572.61;174.31;612.25;210.44;34.1;004769.txt;163.49409722222222;5693.018715157214;188.0;255.0;220.0;155.5
Car;0.0;199.04;240.83;375.0;5.24;004769.txt;109.53155184659092;9866.229035257493;134.0;255.0;255.0;192.0
Car;0.0;189.38;235.8;288.09;12.68;004769.txt;116.90609284332689;9421.129447081;135.0;255.0;255.0;197.75
Car;307.13;189.83;446.53;270.67;14.38;004769.txt;124.17426059152677;8909.210951302908;157.0;255.0;255.0;148.5
Car;267.97;182.63;366.13;234.15;22.35;004769.txt;132.8380439005439;8443.242952428533;157.0;255.0;255.0;165.75
Car;393.7;179.75;476.14;232.55;22.48;004769.txt;134.97005001136623;8235.189884994088;157.0;255.0;255.0;154.75
Car;514.87;173.92;546.53;200.98;49.86;004769.txt;168.0107060185185;6200.627489547834;182.0;255.0;219.0;155.5
Car;0.0;181.88;89.8;269.41;13.58;004769.txt;115.16687946884576;9576.673632346045;135.0;255.0;255.0;194.75
Car;568.56;174.22;624.23;224.97;24.83;006041.txt;156.044375;6323.7970487165185;162.0;255.0;230.0;155.5
Car;103.02;196.67;405.64;361.45;8.39;006041.txt;113.45436484045756;9533.071929071792;138.0;255.0;255.0;186.0
Car;340.98;180.84;417.16;224.01;25.47;006041.txt;151.43432703659977;6688.533172303909;158.0;255.0;255.0;174.5
Car;324.71;176.07;383.55;208.95;34.87;006041.txt;158.23450741525423;6429.512935297614;162.5;255.0;255.0;162.5
Car;531.17;180.06;562.26;203.23;42.86;006041.txt;172.08941093969145;6060.7392006347745;195.0;255.0;219.0;155.5
Car;571.85;174.73;615.97;214.95;30.82;002173.txt;159.46690340909092;6189.147768252033;170.0;255.0;221.0;155.5
Car;0.0;190.84;240.61;375.0;6.22;002173.txt;108.42161036036036;9891.657638848179;116.0;255.0;255.0;177.5
Car;263.58;187.2;357.75;237.01;21.26;002173.txt;126.50228723404256;8812.691271364305;157.0;255.0;255.0;138.75
Car;472.86;171.51;524.71;212.54;33.61;002173.txt;152.10037523452158;6842.309577720362;164.0;255.0;255.0;155.5
Car;506.18;180.93;538.93;205.09;45.56;002173.txt;167.85375;5603.7617359375;172.0;255.0;205.0;153.25
Car;0.0;185.55;183.29;259.04;16.61;002173.txt;111.25531679220204;9685.176284314795;119.0;255.0;255.0;175.25
Car;582.18;180.44;620.92;215.8;34.83;001625.txt;159.4050751879699;5650.768432889084;181.0;255.0;219.0;155.5
Car;26.95;190.94;398.79;375.0;7.27;001625.txt;111.76193330427202;9762.794722824381;137.0;255.0;255.0;216.5
Car;34.6;188.4;272.83;290.94;12.42;001625.txt;114.88429930795847;9620.692176457454;137.0;255.0;255.0;215.25
Car;325.4;187.89;416.14;237.47;22.83;001625.txt;137.04868131868133;8279.399718041299;148.0;255.0;255.0;210.5
Car;440.14;188.24;528.38;247.0;19.61;001625.txt;136.80046224961478;8187.727326442719;157.0;255.0;255.0;137.5
Car;405.88;182.22;463.57;217.11;32.35;001625.txt;153.86145320197045;6542.926740745347;161.0;255.0;255.0;155.5
Car;488.6;184.43;535.71;215.55;35.02;001625.txt;147.74536719286203;7162.848339896054;157.0;255.0;255.0;143.5
Car;0.0;186.61;147.75;274.86;14.55;001625.txt;121.41224103277675;9153.553716112589;138.0;255.0;255.0;204.75
Car;119.34;186.89;259.12;245.01;21.27;001625.txt;119.6497578692494;9398.820369190766;139.0;255.0;255.0;213.75
Car;293.8;187.22;362.8;220.37;31.95;001625.txt;137.48737373737373;8056.7812415436765;148.0;255.0;255.0;200.75
Car;562.78;176.86;602.47;213.05;34.06;002711.txt;162.54054054054055;5533.363221329437;187.0;255.0;219.0;155.5
Car;178.71;195.78;405.7;332.41;9.47;002711.txt;116.2170809350783;9358.141917315905;146.0;255.0;255.0;188.0
Car;0.0;193.94;147.01;321.61;9.05;002711.txt;121.09135841836735;9033.918710399597;144.0;255.0;255.0;163.5
Car;0.0;191.22;35.41;261.22;13.29;002711.txt;120.05479591836735;9097.034650468555;144.0;255.0;255.0;165.5
Car;119.73;186.86;282.48;264.26;15.69;002711.txt;124.49901683183892;8908.19073365663;146.0;255.0;255.0;190.75
Car;118.36;185.78;247.55;239.51;21.87;002711.txt;128.85515360321563;8630.957055697048;148.0;255.0;255.0;182.75
Car;377.88;181.84;437.62;218.31;31.59;002711.txt;149.63063063063063;6808.237214917619;157.0;255.0;250.0;154.75
Car;263.11;180.31;334.8;218.74;30.01;002711.txt;132.4828576723499;8414.439661663211;148.0;255.0;255.0;195.75
Car;575.25;172.14;630.24;222.27;25.1;006048.txt;153.39936363636363;6826.277872322313;158.0;255.0;241.0;155.5
Car;0.0;156.98;274.48;375.0;5.56;006048.txt;111.31541429190415;9828.476802028974;134.0;255.0;255.0;198.75
Car;166.06;185.04;324.13;256.45;17.22;006048.txt;127.95458192191121;8832.356156132038;140.0;255.0;255.0;203.5
Car;362.95;183.32;467.9;247.46;18.52;006048.txt;135.89698660714285;8273.045675443274;157.0;255.0;255.0;136.0
Car;511.21;175.65;547.87;206.03;40.84;006048.txt;169.40725806451613;5685.375807535554;180.0;255.0;210.0;155.5
Car;60.25;180.72;213.36;244.56;19.97;006048.txt;111.78952205882354;9758.61986366046;135.0;255.0;255.0;179.75
Car;572.57;175.48;622.28;220.8;27.57;006063.txt;154.93177777777777;6955.787123506174;158.0;255.0;243.0;155.5
Car;146.88;188.8;300.27;265.49;16.08;006063.txt;128.8427222128521;8651.514477730389;157.0;255.0;255.0;144.5
Car;337.72;172.14;466.44;259.0;17.01;006063.txt;132.83478125278447;8592.203946639756;158.0;255.0;255.0;168.0
Car;349.2;181.48;423.64;222.41;28.06;006063.txt;126.72742254449571;8797.941357430554;156.5;255.0;255.0;165.5
Car;455.62;182.42;511.72;220.56;29.73;006063.txt;154.38063909774436;6176.969305606593;157.0;255.0;255.0;153.25
Car;527.72;176.99;554.88;200.34;52.57;006063.txt;178.2349537037037;6483.347188732424;220.0;255.0;219.0;155.5
Car;257.54;181.38;336.46;221.85;30.42;006063.txt;146.2065664556962;7353.519434729761;157.0;255.0;255.0;165.75
Car;548.2;182.93;569.84;201.08;57.24;001794.txt;176.50187969924812;6002.366537820114;199.0;255.0;215.0;155.5
Car;0.0;194.75;96.61;375.0;4.41;001794.txt;114.82107504604052;9620.746847509103;133.5;255.0;255.0;179.0
Car;609.04;181.17;718.24;263.5;16.14;001794.txt;127.45829603938242;8722.527461943238;157.0;255.0;255.0;172.25
Car;153.6;194.13;340.87;294.42;12.29;001794.txt;119.73148395721925;9119.59505154119;152.0;255.0;255.0;152.75
Car;307.59;189.18;407.67;250.89;18.69;001794.txt;129.49586065573772;8682.867523849436;156.0;255.0;255.0;137.0
Car;504.01;181.23;551.67;225.96;27.71;001794.txt;148.0071324951644;6954.990398837378;157.0;255.0;241.0;155.5
Car;363.71;184.43;430.85;226.97;26.9;001794.txt;141.7939765458422;7638.858496056309;157.0;255.0;255.0;162.25
Car;264.12;185.03;345.64;227.55;26.74;001794.txt;128.08495002939446;8708.80392399809;153.0;255.0;255.0;173.0
Car;419.37;183.84;458.59;212.19;39.07;001794.txt;163.0187886825818;5412.123652290446;157.0;255.0;235.0;153.25
Car;436.84;182.91;467.53;205.91;47.7;001794.txt;170.12622720897616;5479.387993760437;191.5;255.0;210.0;155.5
Car;574.8;174.86;610.54;207.44;37.6;003568.txt;167.98421717171718;5537.735230700311;205.0;255.0;220.0;155.5
Car;0.0;201.93;169.22;311.49;10.45;003568.txt;121.57356105433028;9049.492087426475;147.0;255.0;255.0;153.0
Car;271.05;188.59;434.19;284.94;12.76;003568.txt;125.21178425357873;8846.187094004577;157.0;255.0;255.0;178.0
Car;256.69;177.19;362.94;238.3;20.99;003568.txt;134.14355861429013;8407.457777871372;158.0;255.0;255.0;184.75
Car;410.87;182.74;490.66;233.3;22.7;003568.txt;141.834375;7684.693708065256;157.0;255.0;255.0;155.25
Car;474.3;182.43;522.55;215.07;32.04;003568.txt;155.97064393939394;5837.692951353019;157.0;255.0;247.0;155.5
Car;572.92;174.19;611.89;209.71;34.65;000558.txt;162.98534798534797;5659.784034402715;189.0;255.0;220.0;155.5
Car;0.0;193.32;336.11;375.0;7.89;000558.txt;109.5628025248561;9850.184381653966;135.0;255.0;255.0;201.5
Car;103.07;187.44;290.9;266.29;15.29;000558.txt;116.53655317132606;9464.790158484224;137.0;255.0;255.0;204.0
Car;359.34;187.11;467.84;252.58;17.17;000558.txt;128.45551994301994;8726.070386196894;157.0;255.0;255.0;152.25
Car;305.29;181.74;388.31;227.12;25.05;000558.txt;138.34952854897853;8131.513633879357;157.0;255.0;255.0;161.0
Car;417.33;179.31;487.71;225.8;25.27;000558.txt;137.23664596273292;7995.921793719379;157.0;255.0;255.0;135.75
Car;0.0;180.41;161.24;261.69;16.12;000558.txt;113.77173913043478;9663.451290120123;137.0;255.0;255.0;200.75
Car;569.27;178.19;613.88;218.86;30.51;000386.txt;155.4522727272727;6301.505392561983;162.0;255.0;234.0;155.5
Car;0.0;180.33;410.1;375.0;6.23;000386.txt;109.2096435272045;9986.38798204929;134.0;255.0;255.0;241.5
Car;0.0;190.67;209.01;310.58;10.89;000386.txt;105.90991826156299;10099.995962234145;134.0;255.0;255.0;199.5
Car;306.71;177.56;400.23;233.63;23.27;000386.txt;133.38962765957447;8758.053642414554;145.0;255.0;255.0;216.5
Car;421.49;183.49;508.95;243.09;20.07;000386.txt;137.48261494252873;8265.461958296175;160.0;255.0;255.0;155.5
Car;383.23;182.22;447.69;219.8;30.01;000386.txt;148.88260135135135;7253.523379719458;160.0;255.0;255.0;155.5
Car;498.87;183.73;546.62;217.13;32.35;000386.txt;156.37760416666666;6175.675889358023;164.0;255.0;255.0;155.0
Car;40.27;185.85;205.47;253.22;18.48;000386.txt;109.90044563279858;9876.86852030052;135.0;255.0;255.0;211.25
Car;575.18;176.66;619.4;216.98;30.75;004843.txt;162.06193181818182;5601.192187177168;184.0;255.0;219.0;155.5
Car;0.0;181.05;147.58;319.92;9.0;004843.txt;127.09669230010844;8707.373180422625;150.0;255.0;255.0;176.0
Car;429.47;185.75;512.33;239.91;20.59;004843.txt;133.33361222668452;8373.605960802777;157.0;255.0;255.0;131.5
Car;172.89;182.86;316.31;259.53;15.91;004843.txt;136.04676226551226;8324.539975988935;157.0;255.0;255.0;149.0
Car;185.79;180.83;287.11;230.9;23.63;004843.txt;136.5472549019608;8352.315119915418;157.0;255.0;255.0;149.0
Car;553.82;173.77;628.35;241.74;19.03;005067.txt;140.19264705882352;8355.594749855825;166.0;255.0;255.0;155.5
Car;447.43;184.9;525.53;236.63;20.82;005067.txt;132.26356015779092;8464.717148469257;155.0;255.0;255.0;190.25
Car;483.52;179.01;540.52;220.52;27.59;005067.txt;148.57841249465127;7225.768027775079;159.0;255.0;255.0;156.5
Car;508.51;175.37;552.14;212.19;34.35;005067.txt;158.63144963144964;6174.392733279403;160.0;255.0;253.0;155.5
Car;578.0;172.9;650.42;238.87;19.52;000805.txt;139.80781776094275;8634.651039471839;167.0;255.0;255.0;156.5
Car;53.98;187.87;260.28;284.15;13.21;000805.txt;122.77153991732656;8947.15056758234;146.0;255.0;255.0;188.0
Car;215.3;178.19;438.37;318.55;10.37;000805.txt;117.81893017296605;9360.915291872763;146.0;255.0;255.0;214.5
Car;284.24;184.01;383.13;234.14;22.84;000805.txt;112.94707070707071;9481.565582328334;117.5;255.0;255.0;158.5
Car;419.22;177.81;500.37;234.36;21.87;000805.txt;138.87546025557722;8390.971710991327;160.0;255.0;255.0;185.5
Car;477.13;180.72;522.75;212.41;33.37;000805.txt;150.91770833333334;6651.440103081597;158.0;255.0;255.0;154.75
Car;507.34;179.91;544.12;206.2;41.72;000805.txt;165.8063063063063;5249.075095365635;167.5;255.0;207.0;151.75
Car;258.13;184.3;344.55;223.69;29.94;000805.txt;113.31581693500299;9467.65674445784;145.0;255.0;255.0;204.5
Car;558.88;176.02;604.3;217.44;30.01;003812.txt;156.55978260869566;6074.362809920927;167.0;255.0;228.0;155.5
Car;204.48;183.02;449.67;344.06;9.18;003812.txt;116.52884395994423;9396.153705990228;145.0;255.0;255.0;216.5
Car;0.0;192.72;185.44;324.14;9.8;003812.txt;120.74366298116298;9078.899371185356;145.0;255.0;255.0;176.75
Car;380.8;186.32;476.78;253.23;17.1;003812.txt;125.0362251243781;8895.208031645838;147.0;255.0;255.0;196.25
Car;228.19;185.58;348.9;245.99;19.63;003812.txt;120.01118055555555;9231.32938888407;146.0;255.0;255.0;213.0
Car;140.6;184.23;254.75;232.56;23.23;003812.txt;139.16506761695908;8068.530181409903;148.0;255.0;255.0;159.5
Car;570.64;180.38;603.02;209.92;41.31;002262.txt;168.5700104493208;5413.599330511906;209.0;255.0;220.0;155.5
Car;0.0;203.25;53.35;312.85;8.33;002262.txt;116.63964860654319;9478.884817117305;139.0;255.0;255.0;166.5
Car;0.0;199.35;337.29;375.0;8.2;002262.txt;112.2189143849474;9644.236550966029;138.0;255.0;255.0;178.5
Car;212.52;185.17;344.46;255.43;18.07;002262.txt;126.21442099567099;8922.312492251334;145.0;255.0;255.0;206.25
Car;309.67;184.46;401.46;234.5;24.02;002262.txt;139.27923913043477;8091.144416812382;157.0;255.0;255.0;149.5
Car;481.57;184.12;527.04;217.89;32.83;002262.txt;150.18494729907772;6766.510754970873;157.0;255.0;255.0;151.75
Car;502.25;185.38;535.3;210.13;44.1;002262.txt;162.09636363636363;5568.240411019284;158.0;255.0;227.0;151.75
Car;98.55;182.7;246.5;249.6;19.22;002262.txt;120.67728922952803;9213.364141340711;142.0;255.0;255.0;210.0
Car;573.08;174.32;614.5;212.08;32.71;006637.txt;161.71132862644416;5717.064775384944;183.0;255.0;219.0;155.5
Car;0.0;199.86;342.09;375.0;7.68;006637.txt;108.5251403841042;9923.471191459224;134.0;255.0;255.0;177.75
Car;106.47;185.51;277.15;263.0;15.61;006637.txt;113.17667566351777;9667.91011874336;135.0;255.0;255.0;191.0
Car;292.33;182.12;430.37;262.03;15.63;006637.txt;124.70602355072464;8867.44537132553;146.0;255.0;255.0;169.5
Car;380.23;183.96;432.78;216.1;31.66;006637.txt;132.93108974358975;8372.586597530406;157.0;255.0;255.0;130.25
Car;501.22;172.77;539.2;204.32;43.06;006637.txt;162.09231085526315;6615.676306008632;159.0;255.0;243.0;155.5
Car;216.9;181.91;315.8;227.34;25.36;006637.txt;127.61226394378568;8772.043611124009;142.0;255.0;255.0;172.0
Car;553.71;173.32;628.58;241.6;18.95;004756.txt;145.1903431372549;7969.372053803825;163.0;255.0;254.0;155.5
Car;388.9;188.92;505.05;262.6;15.51;004756.txt;128.12046662046663;8763.56310387097;153.0;255.0;255.0;145.75
Car;455.55;178.93;530.23;231.36;22.29;004756.txt;144.57238993710692;7501.976206237887;157.0;255.0;255.0;154.25
Car;491.94;174.43;545.28;218.33;29.12;004756.txt;156.06933922558923;6368.573369681223;158.0;255.0;255.0;155.5
Car;414.06;175.37;465.34;211.76;35.05;004756.txt;140.36642156862746;8027.06521780485;156.5;255.0;255.0;182.25
Car;520.54;175.24;559.94;208.68;37.78;004756.txt;165.0112665112665;5541.266384332235;164.0;255.0;246.0;155.5
Car;505.0;183.75;526.37;201.44;58.81;001603.txt;175.96825396825398;5760.789997480475;204.5;255.0;205.0;140.25
Car;531.78;178.6;603.51;239.97;20.95;001603.txt;139.20389344262296;8195.120768083363;162.0;255.0;255.0;155.5
Car;0.0;197.48;231.78;327.64;10.09;001603.txt;117.93786213786214;9224.9524492424;144.0;255.0;255.0;168.75
Car;433.92;180.45;493.15;235.31;22.96;001603.txt;144.10977272727274;7710.5942378271375;158.0;255.0;252.0;155.5
Car;206.78;187.19;329.18;251.15;18.89;001603.txt;132.8053544207317;8533.794843027334;156.0;255.0;255.0;187.5
Car;96.82;187.36;232.9;245.39;20.34;001603.txt;126.61219574036511;8785.69918949921;150.0;255.0;255.0;169.5
Car;331.23;184.86;389.76;222.1;30.38;001603.txt;156.70859800362976;5782.970098488126;168.0;255.0;221.0;155.5
Car;368.8;183.54;411.64;211.88;39.2;001603.txt;163.5296926910299;5348.270297746093;172.0;255.0;219.0;155.5
Car;287.13;185.13;332.59;211.42;41.11;001603.txt;149.20662393162394;7485.853674072247;162.0;255.0;255.0;156.5
Car;573.26;174.76;615.06;212.87;32.43;005542.txt;163.47713032581453;5773.449664947927;186.0;255.0;219.0;155.5
Car;0.0;204.25;300.15;375.0;6.34;005542.txt;108.67522417153997;9918.806684403939;134.0;255.0;255.0;181.5
Car;52.56;186.3;249.92;272.41;14.26;005542.txt;116.05262070593791;9530.245548851413;135.0;255.0;255.0;205.25
Car;258.54;182.94;416.48;271.92;14.27;005542.txt;123.87985350590243;8904.837612892778;148.0;255.0;255.0;166.5
Car;368.58;184.12;424.86;217.93;30.2;005542.txt;134.4805194805195;8274.145453842693;157.0;255.0;255.0;130.75
Car;497.92;172.49;537.46;205.13;41.7;005542.txt;161.8212121212121;6753.389625803491;160.0;255.0;246.0;155.5
Car;194.44;182.23;301.89;230.44;24.03;005542.txt;130.05393302180684;8595.005560855327;151.5;255.0;255.0;155.0
Car;559.4;177.4;608.22;221.9;28.05;002182.txt;154.23283858998144;6688.870647044448;157.0;255.0;237.0;155.5
Car;0.0;176.93;198.41;323.86;10.08;002182.txt;119.99477770906343;9167.459929437631;144.0;255.0;255.0;194.25
Car;336.57;178.05;493.66;286.95;13.07;002182.txt;126.21871313989148;8909.121986454396;156.0;255.0;255.0;190.5
Car;261.93;184.57;370.94;241.89;20.48;002182.txt;134.401376146789;8414.825739294052;156.0;255.0;255.0;187.5
Car;94.03;182.58;236.47;240.58;21.13;002182.txt;133.14858547838756;8478.846638965617;152.0;255.0;255.0;181.25
Car;464.65;181.72;525.25;224.92;26.82;002182.txt;149.33739992375143;6993.0802139029665;158.0;255.0;255.0;172.5
Car;511.11;182.65;549.21;209.95;38.96;002182.txt;164.3262670565302;5674.114066377025;166.0;255.0;236.0;155.5
Car;240.91;182.15;326.72;224.15;28.08;002182.txt;143.58374861572537;7624.026208760725;157.0;255.0;255.0;155.5
Car;554.69;176.29;623.42;238.96;20.48;006423.txt;140.46014492753622;8294.968724803679;164.0;255.0;255.0;155.5
Car;29.85;204.24;425.01;375.0;7.12;006423.txt;112.34965886939571;9713.842798631336;137.0;255.0;255.0;194.75
Car;0.0;196.34;114.41;322.87;8.33;006423.txt;120.09767474241158;9214.045875963271;138.0;255.0;255.0;188.75
Car;353.83;184.77;496.0;276.77;13.84;006423.txt;124.34185922772879;8916.733770760362;144.0;255.0;255.0;216.5
Car;233.03;180.32;360.9;248.81;18.39;006423.txt;128.23231241315423;8754.119693517961;148.0;255.0;255.0;208.5
Car;447.48;176.19;527.44;238.43;21.11;006423.txt;137.03679435483872;8229.646730852872;158.0;255.0;255.0;184.5
Car;382.91;177.63;446.02;220.12;30.29;006423.txt;133.53869912790697;8489.345159354245;158.0;255.0;255.0;184.5
Car;502.9;175.82;552.02;216.16;31.68;006423.txt;152.7890243902439;6653.685977096966;160.0;255.0;255.0;155.5
Car;331.58;181.24;386.76;210.84;36.98;006423.txt;152.09514106583072;6887.046904290445;159.5;255.0;255.0;173.5
Car;650.33;173.35;694.38;209.83;33.76;003137.txt;158.01483585858585;5699.596686462956;175.0;255.0;219.0;155.0
Car;614.89;179.38;640.37;199.65;51.47;003137.txt;179.36971153846153;6332.739755686021;225.5;255.0;219.0;134.25
Car;573.5;180.29;601.01;194.61;73.61;003137.txt;181.07780612244898;6775.121497227718;227.0;255.0;219.0;150.75
Car;743.76;171.68;794.36;214.5;28.99;000170.txt;153.27462380300958;6501.7571171065365;157.0;255.0;237.0;155.5
Car;776.01;173.02;802.24;192.9;52.2;000170.txt;161.34412955465586;5825.862344080381;157.0;255.0;231.0;153.25
Car;825.56;170.49;845.51;184.8;73.48;000170.txt;187.7875;7968.867343750001;234.0;255.0;219.0;94.0
Car;418.08;172.19;489.03;232.94;24.2;005688.txt;144.51543427230047;7745.578400280891;160.0;255.0;253.0;155.5
Car;667.33;172.73;711.62;209.59;33.42;000419.txt;158.30497542997543;5692.346486301609;176.0;255.0;219.0;155.5
Car;634.58;178.46;659.41;198.66;51.6;000419.txt;180.0085;6456.883427750001;229.5;255.0;219.0;130.0
Car;599.34;179.29;625.44;193.51;74.07;000419.txt;186.27335164835165;7600.23434481041;241.5;255.0;219.0;134.75
Car;830.16;156.08;1241.0;374.0;5.82;000412.txt;112.5362535994107;9699.351545115353;134.0;255.0;255.0;206.25
Car;490.66;167.2;536.97;211.61;32.4;000412.txt;163.5736166007905;5737.477041070397;187.0;255.0;219.0;155.5
Car;95.88;192.42;352.42;334.28;9.84;000412.txt;120.29356195538993;9099.188503517878;151.0;255.0;255.0;146.5
Car;748.85;154.15;1241.0;353.75;7.17;004194.txt;115.94337050363379;9365.451279018576;142.0;255.0;255.0;181.25
Car;669.02;175.03;729.35;224.93;24.53;004194.txt;145.97925170068027;7258.157732773382;157.0;255.0;248.0;154.75
Car;651.41;173.46;703.17;219.41;29.47;004194.txt;149.16377508361205;6825.332186919311;158.0;255.0;248.0;155.5
Car;552.92;168.61;572.76;189.47;66.8;004194.txt;187.41011904761905;7876.580016652495;239.0;255.0;219.0;99.25
Car;0.0;206.55;343.84;374.0;3.55;006179.txt;108.55076009995835;9921.644488871087;115.5;255.0;255.0;177.5
Car;779.59;165.08;1241.0;333.71;7.68;006179.txt;114.68503916718203;9469.329106981562;134.0;255.0;255.0;198.0
Car;0.0;209.2;220.58;374.0;7.28;006179.txt;107.02185950413224;10044.732580013317;114.0;255.0;255.0;176.75
