Type;BBox_left;BBox_top;BBox_right;BBox_bottom;Distance;Label Name;Mean Depth;Depth Variance;BBox Area;BBox Height;BBox Width
Car;421.38;174.39;464.44;197.12;45.91;004195.txt;174.271991911021;5950.33249158335;989;23;43
Car;326.54;171.32;362.24;187.97;62.95;004195.txt;179.610677083333;6501.04764641656;576;16;36
Car;610.44;170.52;655.57;206.34;34.39;002347.txt;161.737654320988;5567.53364388051;1620;36;45
Car;570.18;179.22;599.04;199.8;50.76;002347.txt;178.227586206897;6129.02923900119;580;20;29
Car;514.64;178.67;545.5;193.27;72.11;002347.txt;185.120430107527;7423.80700196555;465;15;31
Car;368.25;181.02;459.63;255.88;20.04;007446.txt;135.590065340065;8325.38719562983;6734;74;91
Car;708.38;177.31;878.93;249.53;16.81;002340.txt;131.882843137255;8395.89542459631;12240;72;170
Car;886.46;182.35;1241;374;6.02;002340.txt;107.378818221831;10193.0645696715;68160;192;355
Car;0;190.5;223.21;308.81;9.77;002340.txt;112.597248612906;9534.52978037545;26314;118;223
Car;2.56;178.66;301.75;275.05;12.65;002340.txt;118.566062131504;9251.45439006158;29003;97;299
Car;184.6;177.36;377.84;244.74;17.68;002340.txt;128.749864666306;8672.46395771891;12931;67;193
Car;683.85;179.94;829.07;239.9;19.21;002340.txt;129.798630136986;8590.0802835116;8760;60;146
Car;248.25;173.11;393.36;231.65;22.62;002340.txt;131.327229488704;8610.59999577254;8410;58;145
Car;308.58;171.86;402.54;215.27;31.34;002340.txt;132.966029980658;8502.69964391013;4136;44;94
Car;456.13;176.8;492.1;199.37;55.48;002340.txt;179.625905797101;6369.90262599113;828;23;36
Car;702.59;172.53;832.17;271.08;13.23;002465.txt;126.624766899767;8765.2411154274;12870;99;130
Car;668.41;165.03;754.73;242.09;18.34;002465.txt;133.24297795228;8482.12519608499;6622;77;86
Car;653.63;164.15;719.67;225.59;23.87;002465.txt;141.67976900149;8176.40583511803;4026;61;66
Car;530.4;168.25;555.35;193.57;55.38;002465.txt;183.3984;7066.51487744;625;25;25
Car;462.53;176.36;509.81;211.51;32.88;002465.txt;153.739817629179;6310.87181881173;1645;35;47
Car;32.42;195.91;342.64;347.61;9.98;002465.txt;114.383467741936;9542.2713098763;47120;152;310
Car;278.39;185.79;418.76;272.73;14.98;002465.txt;124.160693760263;8923.92686634957;12180;87;140
Car;883.6;99.9;1241;374;3.23;003369.txt;111.805652615541;9779.73269125769;98450;275;358
Car;773.98;170.83;1019.67;346.17;8.57;003369.txt;116.787607400222;9354.88972747484;43296;176;246
Car;501.68;172.29;544.1;213;35.17;003369.txt;165.152297220647;5582.83925592527;1763;41;43
Car;228.28;190.96;401.53;296.26;12.57;003369.txt;127.408536917876;8753.33897336381;18338;106;173
Car;0;190.76;192.05;374;5.4;003369.txt;114.558155004529;9452.06108527352;35328;184;192
Car;0;164.11;181.96;374;5.99;003359.txt;107.393725335438;9968.25646418028;38010;210;181
Car;825.09;104.65;1241;374;4.71;003687.txt;112.464950587607;9733.41435647459;112320;270;416
Car;754.02;173.42;945.71;317.08;10.03;003687.txt;118.897160413031;9213.72395354233;27504;144;191
Car;506.79;174.11;547.29;213.1;36.64;003687.txt;167.205284552846;5662.85763936556;1599;39;41
Car;274.06;190.96;420.98;283.67;14.03;003687.txt;130.634463838562;8589.00548701184;13578;93;146
Car;0;190.46;261.69;374;6.86;003687.txt;114.930170331501;9426.92074434047;48024;184;261
Car;0;210.67;275.59;373.05;8.99;001100.txt;111.25755716676;9638.12120474088;44825;163;275
Car;364.11;197.96;494.02;292.48;14.07;001100.txt;123.421700404858;8928.82694609648;12350;95;130
Car;195.07;202.3;370.47;303.78;13.16;001100.txt;119.448599717115;9168.39273283412;17675;101;175
Car;1141.15;162.15;1241;271.04;12.18;001100.txt;121.855619266055;9038.84339732293;10900;109;100
Car;494.5;191.86;545.93;237.58;27.98;001100.txt;139.41368286445;8084.46676077581;2346;46;51
Car;536.21;191.1;563.09;216.11;47.77;001100.txt;165.786666666667;5549.34782222222;675;25;27
Car;632.77;185.6;726.83;222.93;33.37;001100.txt;148.510997699828;7226.07722235135;3478;37;94
Car;612.28;187.12;676.99;214.38;47.03;001100.txt;156.354311342593;6700.69926092622;1728;27;64
Car;531.69;175.52;578.81;210.39;35.33;001828.txt;160.316109422492;5672.44050036493;1645;35;47
Car;484.69;181.22;520.27;202.83;48.52;001828.txt;172.356812169312;5543.70171946737;756;21;36
Car;402.43;178.96;437.15;194.68;66.98;001828.txt;153.955357142857;6151.04354272959;560;16;35
Car;0;211.09;147.82;374;5.83;000796.txt;107.819613121322;9898.76649859412;23961;163;147
Car;291.63;194.54;475.35;321.16;10.91;000796.txt;116.824985022253;9304.98039979865;23368;127;184
Car;50.57;198.67;316.02;336.76;10.07;000796.txt;113.317035796012;9514.42886201005;36708;138;266
Car;486.21;185.61;545.87;236.44;24.87;000796.txt;132.412263210369;8491.2293411391;3009;51;59
Car;531.72;184.18;565.67;214.6;38.76;000796.txt;154.48112745098;6192.35552617984;1020;30;34
Car;645.36;182.19;750.15;223.42;30.13;000796.txt;139.795005807201;7864.21570095815;4305;41;105
Car;639.66;182.05;732.67;214.75;36.19;000796.txt;142.606938844086;7620.90808693309;2976;32;93
Car;620.9;180.76;690.44;209.78;43.86;000796.txt;152.056527093596;6898.34889828375;2030;29;70
Car;0;213.22;249.5;374;8.15;005436.txt;109.418637282047;9787.11672441704;40089;161;249
Car;349.39;200.34;489.72;302.32;13.28;005436.txt;121.366579131653;9035.23436974024;14280;102;140
Car;166.03;203.68;358.57;313.12;12.39;005436.txt;117.803574810606;9262.47971733437;21120;110;192
Car;1176.91;164.25;1241;277.93;11.38;005436.txt;121.436963921035;9050.2921802989;7345;113;65
Car;491.11;192.18;544.68;239.49;27.14;005436.txt;137.562525090325;8250.51124516948;2491;47;53
Car;534.22;191.31;562.98;218;44.9;005436.txt;164.569775132275;5789.05465524044;756;27;28
Car;634.73;185.37;731.24;223.65;32.55;005436.txt;149.654978296256;7280.45509187419;3686;38;97
Car;612.36;186.95;678.15;214.65;46.28;005436.txt;158.075351731602;6907.82968467066;1848;28;66
Car;683.35;179.02;770.25;248.68;18.04;003442.txt;134.90313176745;8344.7437399838;6003;69;87
Car;659.07;171.29;725.4;230.9;23.15;003442.txt;141.426938880329;7906.02252545235;3894;59;66
Car;648.35;169.89;701.22;220.31;28.6;003442.txt;150.072604513504;7499.03107708628;2703;51;53
Car;538.77;170.51;561.37;193.74;60.21;003442.txt;185.755198487713;7562.7245712744;529;23;23
Car;486.89;178.61;525.25;209.12;37.6;003442.txt;154.30417700579;6556.23398586114;1209;31;39
Car;370.49;183.68;463.65;246.47;19.9;003442.txt;122.150281618024;9042.39403943256;5859;63;93
Car;0;202.09;345.42;374;3.86;007156.txt;107.698243174924;9987.60572829207;59340;172;345
Car;316.58;191.42;490.44;318.67;10.87;007156.txt;119.504762874468;9138.83346903374;22098;127;174
Car;0;224.99;107.79;374;5.46;007156.txt;103.988816199377;10210.5079746111;16050;150;107
Car;745.17;158.91;1147.77;310.04;8.82;007156.txt;120.057348946059;9142.83012216804;61104;152;402
Car;696.33;173.59;938.09;255.93;14.81;007156.txt;120.602360915138;9097.14571555085;19844;82;242
Car;223.31;197.87;381.48;295.53;13.87;007156.txt;117.266258718677;9330.90848823738;15484;98;158
Car;642.84;167.63;780.33;224.57;22.74;007156.txt;139.130561912027;8044.31819386173;7866;57;138
Car;630.09;176.67;663.81;206.44;40.03;007156.txt;153.751515151515;6201.40593204775;990;30;33
Car;569.16;176.14;615.26;211.38;34.97;007274.txt;162.116459627329;5442.2910955403;1610;35;46
Car;524.84;183.13;556.21;204.23;49.88;007274.txt;178.903273809524;6248.49808452027;672;21;32
Car;455.95;182.05;489.15;197.27;69.34;007274.txt;172.327450980392;5703.50552095348;510;15;34
Car;0;205.39;120.61;366.21;7.02;007005.txt;106.234433229814;10020.1505146633;19320;161;120
Car;0;189.64;199.97;321.82;9.35;007005.txt;110.829288487894;9745.69064020488;26268;132;199
Car;653.18;173.91;763.21;221.17;25.22;007005.txt;138.617140151515;8139.55029333642;5280;48;110
Car;712.62;177.64;934.59;258.86;14.47;007005.txt;126.421129462796;8728.85644766214;17982;81;222
Car;107.18;174.55;329.69;261.87;15.26;007005.txt;124.821813192503;9044.74532826458;19314;87;222
Car;171.1;184.39;366.59;248.06;17.75;007005.txt;124.910256410256;8881.85580826759;12480;64;195
Car;220.87;180.04;391.76;237.81;20.61;007005.txt;130.59207961424;8645.32631666628;9747;57;171
Car;297.51;177.23;424.05;223.04;25.65;007005.txt;138.643829168093;8059.63499615568;5842;46;127
Car;452.36;174.29;485.51;193.82;63.64;007005.txt;186.108452950558;7661.11024752689;627;19;33
Car;0;202.74;416.97;374;6.02;003564.txt;107.916655020125;9932.12236516397;71552;172;416
Car;0;211.11;140.2;374;5.2;003564.txt;107.632230499562;9950.93685339472;22820;163;140
Car;470.85;186.63;547.02;251.64;19.94;003564.txt;125.616133866134;8862.75409534272;5005;65;77
Car;524.5;186.63;570.15;226.77;30.04;003564.txt;142.862092391304;7472.71345431755;1840;40;46
Car;672.56;180.6;800.87;230.43;24.98;003564.txt;138.7646484375;8007.95816432953;6400;50;128
Car;660;182.99;769.82;221.37;30.95;003564.txt;140.204187250059;7896.70377922064;4251;39;109
Car;639.25;178.94;718.35;211.79;38.77;003564.txt;151.925680859225;7041.76020355446;2607;33;79
Car;616.2;164.1;657.38;196.51;37.78;005706.txt;163.409298780488;5481.17088914244;1312;32;41
Car;545.85;168.64;583.26;201.88;32.05;005706.txt;157.657894736842;5702.06159237807;1254;33;38
Car;542.34;167.29;571.53;191.62;44.03;005706.txt;160.873563218391;5735.70096776325;696;24;29
Car;582.74;162.53;600.11;178.94;68.44;005706.txt;186.183159722222;7654.71211223838;288;16;18
Car;550.33;176.78;596.93;211.85;35.15;004342.txt;161.717701863354;5529.08552515335;1610;35;46
Car;504.57;182.06;538.4;203.37;49.18;004342.txt;177.263305322129;6056.19747703003;714;21;34
Car;429.4;180.93;462.47;196.39;68.24;004342.txt;156.687026515152;5686.25005896142;528;16;33
Car;0;201.03;155.76;342.19;7.9;001011.txt;109.455239075726;9742.09283745714;21855;141;155
Car;0;185.89;218.58;306.02;10.24;001011.txt;113.489290317689;9521.92613065868;26378;121;218
Car;637.85;163.02;742.8;208.05;26.33;001011.txt;141.829153439153;7928.65001780185;4725;45;105
Car;691.24;166.99;894.79;241.69;15.6;001011.txt;131.459228243021;8485.51901089864;15225;75;203
Car;114.68;171.12;324.73;253.45;16.12;001011.txt;125.946355981417;8930.70909967119;17220;82;210
Car;175.47;179.61;361.52;239.82;18.64;001011.txt;126.289964157706;8833.73756057219;11160;60;186
Car;220.13;177.16;384.35;232.57;21.47;001011.txt;130.755460088692;8579.65369801448;9020;55;164
Car;294.05;171.27;416.47;215.45;26.51;001011.txt;140.454033159464;7843.01139301082;5368;44;122
Car;440.84;166.26;473.7;185.44;64.43;001011.txt;185.857655502392;7634.73053549217;627;19;33
Car;0;161.31;244.75;374;7.33;004094.txt;109.473832063419;9823.31457153095;51972;213;244
Car;403.59;171.14;480.12;235.97;22.81;005114.txt;143.691304788961;7743.69057374395;4928;64;77
Car;740.64;175.76;794.29;220.98;27.56;005913.txt;151.888271604938;6902.29862787685;2430;45;54
Car;0;212.8;65.37;258.79;25.89;005913.txt;134.895986622074;8131.33684008009;2990;46;65
Car;74.74;201.11;138.62;242.26;33.48;005913.txt;137.53115472561;7838.27303852941;2624;41;64
Car;795.75;177.68;824.17;197.55;52.17;005913.txt;183.918965517241;7285.37532996433;580;20;29
Car;861.54;173.25;884.01;187.65;72.77;005913.txt;190.228260869565;7971.61715163381;322;14;23
Car;1035.01;203.39;1241;374;2.46;006256.txt;113.638377902686;9606.82128191998;35226;171;206
Car;701.66;163.15;1021.45;291.27;10.59;006256.txt;121.086065673828;9063.34899528768;40960;128;320
Car;0;202.86;223.94;374;7.07;006256.txt;103.108868234435;10274.9974748011;38356;172;223
Car;655.82;179.74;707;223.21;27.93;006256.txt;148.024475524476;6944.62505654311;2288;44;52
Car;640.49;175.49;685.88;216.42;32.85;006256.txt;154.338075880759;6657.78882123002;1845;41;45
Car;548.36;175.96;567.32;195.82;70.11;006256.txt;182.880921052632;7685.86542546745;380;20;19
Car;204.83;198.43;458.36;368.98;8.72;001921.txt;112.814173228347;9577.64071157907;43180;170;254
Car;0;206.27;262.32;374;7.85;001921.txt;110.313153171574;9714.64145594719;44016;168;262
Car;484.27;189.68;549.38;246.68;22.68;001921.txt;129.346761133603;8693.76322500232;3705;57;65
Car;533.09;189.7;572.11;224.96;34.26;001921.txt;149.947435897436;6729.44137620926;1365;35;39
Car;659.04;184.66;773.4;229.61;27.78;001921.txt;140.602582846004;7939.30819021;5130;45;114
Car;650.43;185.89;750.46;221.14;33.77;001921.txt;142.303194444444;7774.17237868441;3600;36;100
Car;632.6;182.39;706.21;213.1;41.54;001921.txt;153.034110723627;7127.1774545928;2294;31;74
Car;804.96;147.89;1241;374;5.51;002762.txt;108.658875089467;9915.39459408735;99199;227;437
Car;723.58;150.76;920.22;305.2;10.82;002762.txt;119.553324054364;9198.42698297392;30535;155;197
Car;701.93;170.62;800.14;251.46;16.4;002762.txt;125.244170096022;8894.57169409552;8019;81;99
Car;524.29;173.01;557.85;206.1;42.82;002762.txt;168.207529843894;5536.18099013341;1089;33;33
Car;384.6;185.37;475.43;246.1;20.1;002762.txt;136.231805080166;8251.6462754122;5551;61;91
Car;0;194.62;298.44;374;7.57;002762.txt;112.715869686801;9553.62376754156;53640;180;298
Car;227;184.28;404.59;294.26;12.94;002762.txt;122.911389316898;8989.8126797339;19470;110;177
Car;599.74;163.1;641.61;195.83;37.42;004277.txt;163.728608630952;5604.09171130814;1344;32;42
Car;529.34;167.98;566.42;199.93;33.26;004277.txt;158.810177364865;5570.35438121854;1184;32;37
Car;526.39;166.73;555.23;190.27;45.42;004277.txt;161.676364942529;5605.24547586682;696;24;29
Car;561.11;163.18;580.73;179.43;69.01;004277.txt;184.609375;7518.75612921464;304;16;19
Car;684.83;139.75;819.55;196.57;20.92;005103.txt;139.732553606238;8222.6332157663;7695;57;135
Car;776.62;143.5;1109.45;261.61;10.14;005103.txt;120.683704891332;9184.01012689576;39294;118;333
Car;0;122.47;260.86;240.64;11.22;005103.txt;121.70593220339;9012.62126533048;30680;118;260
Car;57.95;140.59;321.2;222.53;13.74;005103.txt;120.822142923134;9059.64285180108;21648;82;264
Car;147.39;133.39;365.23;205.64;16.57;005103.txt;126.71682275739;8841.6316639877;15696;72;218
Car;259.27;134.35;412.41;188.19;21.62;005103.txt;134.168905833939;8457.65726118479;8262;54;153
Car;662.7;141;781.01;189.22;23.28;005103.txt;139.283088235294;8128.41767267569;5712;48;119
Car;460.15;132.79;494.24;155.55;59.42;005103.txt;183.929028132992;7238.19189394039;782;23;34
Car;694.52;174.87;805.75;261.39;14.84;000992.txt;128.906984570778;8654.99634450561;9657;87;111
Car;663.76;167.23;742.28;237.48;19.93;000992.txt;135.249276672694;8364.50368392526;5530;70;79
Car;650.71;165.91;711.69;223.14;25.46;000992.txt;143.987704918033;8062.27684148217;3538;58;61
Car;532.27;169.06;556.4;193.64;56.98;000992.txt;182.647135416667;6976.22401089139;576;24;24
Car;471.58;176.36;514.64;209.91;34.36;000992.txt;151.846723044398;6673.7753081481;1419;33;43
Car;131.34;193.24;373.7;318.48;11.54;000992.txt;111.663223140496;9741.12545737996;30250;125;242
Car;314.39;184.58;435.22;261.54;16.62;000992.txt;124.380406783299;8984.81844942131;9317;77;121
Car;140.99;180.3;358.44;324.23;11.34;004273.txt;117.510862640163;9260.50493106013;31392;144;218
Car;687.9;176.71;785.05;253.82;16.45;002339.txt;132.605983302412;8463.55144975535;7546;77;98
Car;660.14;169.3;733.04;233.81;21.54;002339.txt;138.95756635274;8097.22203286161;4672;64;73
Car;649.47;168.02;706.13;221.63;27.03;002339.txt;146.776729559748;7725.83098447138;3021;53;57
Car;535.61;169.81;558.95;193.69;58.6;002339.txt;183.733242753623;7157.10320651353;552;24;23
Car;479.6;177.54;520.17;209.5;35.98;002339.txt;153.205792682927;6713.31549998141;1312;32;41
Car;345.27;183.95;451.24;253.09;18.26;002339.txt;123.306940700809;9025.57735074851;7420;70;106
Car;835.06;166.73;1241;374;5.12;000142.txt;108.107249431603;9940.30247183945;84448;208;406
Car;726.07;154.71;916.86;306.71;10.24;000142.txt;120.351203254848;9123.13835121838;28880;152;190
Car;688.52;153.34;806.1;252.85;15.58;000142.txt;129.634951206985;8701.58365429055;11682;99;118
Car;678.28;170.36;747.97;231.25;21.17;000142.txt;133.863684960798;8483.09908273848;4209;61;69
Car;530.82;167.68;560.49;197.37;47.51;000142.txt;177.916388888889;6168.96662029321;900;30;30
Car;428.14;178.08;495.67;225.49;24.84;000142.txt;146.165369958717;7245.66279250365;3149;47;67
Car;0;197.78;273.61;374;7.13;000142.txt;110.914907597111;9698.40503862322;48321;177;273
Car;197.05;186.01;398.12;301;12.3;000142.txt;122.774735020549;9006.78423297651;23115;115;201
Car;337.15;176.21;452.69;252.15;17.71;000142.txt;133.758409610984;8395.85662264229;8740;76;115
Car;870.38;160.64;1241;374;4.58;005248.txt;114.961914628309;9664.24171964326;79394;214;371
Car;482.11;169.76;530.75;216.01;31.19;005248.txt;164.098182624114;5776.27426974679;2256;47;48
Car;0;196.19;319.26;366.59;8.58;005248.txt;118.444099207081;9208.87647126583;54230;170;319
Car;0;205.13;187.56;374;6.62;005137.txt;108.203738569123;9877.59587470456;31603;169;187
Car;314.14;194.27;480.23;310.3;11.71;005137.txt;117.677503115912;9249.87065300944;19256;116;166
Car;97.03;199.19;331.95;325.26;10.87;005137.txt;114.266848121015;9453.16353804423;29484;126;234
Car;485.5;183.83;543.35;232.72;25.63;005137.txt;133.737684729064;8469.68365375282;2842;49;58
Car;532.15;183.97;564.23;212.8;40.76;005137.txt;158.424838362069;5937.2788334868;928;29;32
Car;640.51;181.59;742.16;221.61;30.99;005137.txt;141.319485294118;7726.68089483312;4080;40;102
Car;617.48;178.01;685.64;206.44;44.72;005137.txt;154.801076680672;6785.47053980715;1904;28;68
Car;720.61;174.23;904.04;251.48;15.76;006368.txt;131.016216120836;8422.57188907017;14168;77;184
Car;938.54;187.45;1241;374;4.98;006368.txt;108.041699758211;10143.4479752192;56661;187;303
Car;0;177.67;181.76;307.32;8.76;006368.txt;113.789991500213;9444.02852711425;23530;130;181
Car;0;170.16;274.89;275.33;11.6;006368.txt;118.928536670143;9199.70919608599;28770;105;274
Car;157.61;166.73;364.64;238.18;16.68;006368.txt;129.8403784219;8563.59230812303;14904;72;207
Car;688.13;177.36;842.18;240.87;18.18;006368.txt;128.351963512678;8677.51673702279;9702;63;154
Car;230.97;160.82;384.51;221.77;21.59;006368.txt;133.087635724931;8463.30871874488;9394;61;154
Car;298.62;161.15;396.43;205.67;30.34;006368.txt;133.534380797774;8465.39051554887;4312;44;98
Car;455.3;169.95;491.81;192.86;54.48;006368.txt;177.75;6080.31914251208;828;23;36
Car;0;193.19;397.63;374;5.47;007195.txt;108.000480120239;9948.91202643355;71857;181;397
Car;362.16;189.88;502.71;295.21;12.7;007195.txt;120.059248652291;9128.17093366728;14840;106;140
Car;0;210.18;201.89;374;7.13;007195.txt;105.897623164665;10080.2489307661;32964;164;201
Car;723.38;163.88;1051.61;288.16;10.53;007195.txt;120.879768292683;9077.81786140973;41000;125;328
Car;686.94;176.51;901.75;250.05;16.49;007195.txt;121.000062853551;9055.29751728078;15910;74;215
Car;271.59;197.38;402.55;282.02;15.68;007195.txt;112.611540188595;9629.39728038489;11135;85;131
Car;638.62;168.81;766.06;221.66;24.44;007195.txt;137.959979363208;8171.86050035335;6784;53;128
Car;627.79;178.05;660.04;206.56;41.74;007195.txt;151.489177489178;6452.2504239988;924;28;33
Car;694.4;182.49;845.04;246.77;18.85;006520.txt;135.53125;8164.68874818916;9664;64;151
Car;819.81;192.59;1241;350.39;8.08;006520.txt;110.858787269782;9742.36113311444;66676;158;422
Car;0;160.19;200.46;303.88;9.27;006520.txt;117.755454545455;9295.57502269549;28600;143;200
Car;0;183.1;281.19;280.67;11.77;006520.txt;115.061571339472;9417.95993388486;27257;97;281
Car;87.46;174.96;338.92;257.44;14.65;006520.txt;123.582465319445;9069.57183672929;20833;83;251
Car;227.09;177.81;397.78;238.06;19.67;006520.txt;131.36012536162;8695.72869930926;10370;61;170
Car;671.72;186.93;802;241.47;21.25;006520.txt;132.296426092991;8481.20252019041;7205;55;131
Car;458.87;179.36;494;201.23;57.29;006520.txt;182.018939393939;6790.97502008724;792;22;36
Car;433.75;170.46;499.33;227.5;25.65;003784.txt;149.652445507709;7267.70895069147;3762;57;66
Car;702.65;188.95;862.74;257.78;17.83;004207.txt;134.097441123188;8195.63387026374;11040;69;160
Car;849.17;196.37;1241;374;7.04;004207.txt;108.597465460904;9991.68816157084;69776;178;392
Car;0;171.23;159.51;331.66;8.28;004207.txt;116.837224842767;9398.15534387083;25440;160;159
Car;0;198.61;256.13;307.5;10.79;004207.txt;113.476678970757;9507.77889635322;27904;109;256
Car;49.58;183.52;322.36;272.7;13.67;004207.txt;123.976694653661;9012.57571113091;24297;89;273
Car;208.06;190.86;389.06;255.52;18.7;004207.txt;129.617828304292;8704.83824143759;11765;65;181
Car;677.9;195.35;815.28;253.69;20.23;004207.txt;130.019896301849;8570.30760638605;8004;58;138
Car;264.17;183.97;401.53;240.33;23.67;004207.txt;135.007715456525;8458.90514600381;7809;57;137
Car;458.38;191.8;494.02;214.74;56.31;004207.txt;179.026570048309;6297.63516359775;828;23;36
Car;0;199.74;83.02;371.84;6.24;004934.txt;106.291538246007;10045.3791410633;14276;172;83
Car;0;191.94;307;321.88;8.97;004934.txt;110.45727261338;9723.02967023613;39910;130;307
Car;99.55;184.67;385.46;293.93;11.19;004934.txt;113.736567331751;9497.79434384648;31174;109;286
Car;194.32;178.26;395.54;272.7;13.66;004934.txt;116.572178998624;9324.1279012327;18894;94;201
Car;219.6;179.75;445.06;260.38;15.99;004934.txt;119.012850977822;9201.55119779348;18306;81;226
Car;270.11;178.39;421.5;244.17;18.46;004934.txt;120.4281055589;9091.40136339885;9966;66;151
Car;321.78;181.57;466.97;237.59;20.88;004934.txt;124.005818965517;8962.63441811009;8120;56;145
Car;328.28;179.42;477.35;230.57;23.4;004934.txt;126.547210159232;8830.64019125614;7599;51;149
Car;386.5;175.68;495.7;220.88;27.91;004934.txt;133.796687054027;8392.02742021705;4905;45;109
Car;396.26;167.25;508.89;219.08;30.49;004934.txt;140.49373282967;7907.46536250829;5824;52;112
Car;710.77;187.7;829.55;275.09;13.51;004934.txt;121.657539152024;9013.45827920015;10472;88;119
Car;775.27;174.94;949.83;243.92;18.62;004934.txt;131.71941112777;8426.69223856711;12006;69;174
Car;698.69;176.23;786.93;215.47;34.08;004934.txt;138.864947552448;7783.20218624434;3432;39;88
Car;636.84;180.36;666.9;203.1;47.45;004934.txt;170.491304347826;5617.05862003781;690;23;30
Car;735.97;172.11;932.01;321.07;9.64;001643.txt;115.071244847205;9437.61284227211;29353;149;197
Car;0;183.34;288.83;336.27;8.35;001643.txt;110.563016294481;9729.13478166994;44064;153;288
Car;47.69;176.37;355.17;292.52;10.97;001643.txt;114.956721618898;9446.32780538522;35728;116;308
Car;128.44;160.99;354.95;274.86;13.39;001643.txt;119.451802903276;9186.99763822602;25764;114;226
Car;202.7;183.48;384.73;253.11;15.98;001643.txt;118.730828100471;9185.19055669259;12740;70;182
Car;305.39;182.12;460.71;240.99;18.76;001643.txt;125.772608453838;8877.54542879107;8990;58;155
Car;345.65;180.03;485.8;236.11;20.96;001643.txt;129.439700255102;8709.19279251219;7840;56;140
Car;366.59;174.09;476.65;228.06;23.4;001643.txt;131.974368686869;8546.95738175632;5940;54;110
Car;367.86;172.92;501.74;222.07;25.77;001643.txt;135.782313432836;8258.46335882713;6700;50;134
Car;415.45;177.67;510;215.14;30.71;001643.txt;137.077354570637;8109.69048441445;3610;38;95
Car;443.03;166.03;526.67;204.93;40.31;001643.txt;152.178820545339;7010.30933583146;3154;38;83
Car;667.56;182.73;726.23;229.66;23.35;001643.txt;138.353407861522;8316.87961063675;2773;47;59
Car;714.87;171.29;822.99;215.84;28.49;001643.txt;129.456544612795;8645.54567055188;4752;44;108
Car;629.98;177.51;654.35;196.21;57.25;001643.txt;179.212631578947;6310.08426149585;475;19;25
Car;0;134.02;228.33;374;6.53;005695.txt;111.98959247076;9659.47289058684;54720;240;228
Car;835.59;201.65;1241;374;5.06;005695.txt;107.308173638202;10018.7920346182;70238;173;406
Car;0;145.35;255.87;316.16;8.79;005695.txt;113.097408554065;9567.78869985476;43605;171;255
Car;57.96;175.95;343.25;290.38;10.94;005695.txt;114.28023715415;9434.06304512467;32890;115;286
Car;118.77;166.83;391.22;266.27;13.56;005695.txt;118.498534798535;9202.97406378725;27300;100;273
Car;309.9;173.13;466.27;229.64;21.21;005695.txt;130.13529344859;8635.03014882199;8792;56;157
Car;375.41;163.24;493.86;218.37;26.05;005695.txt;141.421109399076;7805.84038644258;6490;55;118
Car;669.2;177.46;737.12;228.21;22.7;005695.txt;140.94059976932;8010.7767484292;3468;51;68
Car;732.95;180.65;923.02;308.73;10.63;005695.txt;119.031566999346;9208.80881414301;24448;128;191
Car;649.26;170.51;693.4;208.73;33.5;005695.txt;150.825807416268;6754.08882560406;1672;38;44
Car;424.97;171.07;523.07;206.99;33.77;005695.txt;145.714502164502;7263.08147799891;3465;35;99
Car;744.83;193.05;995.33;338.3;9.22;004943.txt;113.184084352246;9585.22479546259;36395;145;251
Car;0;151.4;159.96;346.66;7.07;004943.txt;106.166134494436;10067.133550757;31005;195;159
Car;653.39;175.7;712.51;224.22;28.61;004943.txt;146.022742995503;7229.2870130225;2891;49;59
Car;344.43;180.12;471.32;229.84;23.26;004943.txt;127.656194761369;8783.28586352112;6223;49;127
Car;361.39;179.04;499.75;224.84;25.59;004943.txt;131.341183574879;8581.94353740752;6210;45;138
Car;429.38;168.07;529.46;209.92;35.2;004943.txt;144.610914634146;7515.46403940735;4100;41;100
Car;913.74;173.11;1241;374;3.22;006034.txt;112.728757128989;9730.06436566192;65928;201;328
Car;0;148.45;120.31;374;6.55;006034.txt;114.493860619469;9488.44421009562;27120;226;120
Car;0;191.24;240.9;317.54;9.16;006034.txt;114.881572420635;9401.9614461386;30240;126;240
Car;118.32;188.6;379.4;284.42;11.89;006034.txt;121.034971663474;9037.57260161558;25056;96;261
Car;215.54;182.95;433.35;268;14.12;006034.txt;124.457928845744;8883.01644529428;18748;86;218
Car;271.54;178.96;432.34;255.85;16.61;006034.txt;126.25447688957;8796.4726497566;12397;77;161
Car;282.26;177.05;469.29;244.65;18.93;006034.txt;129.328737329396;8644.38911829552;12529;67;187
Car;316.12;178.78;444.05;235.06;21.45;006034.txt;128.546875;8708.94188168174;7296;57;128
Car;358.26;179.16;483.58;227.92;23.81;006034.txt;133.557;8404.491501;6000;48;125
Car;410.81;177.46;508.49;218.21;30.86;006034.txt;142.977974116476;7501.32952979326;4018;41;98
Car;417.25;166.21;519.11;213.34;33.45;006034.txt;151.72183979975;6951.71194688631;4794;47;102
Car;695.26;185.23;786.55;254.67;16.45;006034.txt;132.542920847269;8486.35876458539;6279;69;91
Car;754.24;173.81;901.99;233.07;21.57;006034.txt;141.725198412698;7732.31838998331;8820;60;147
Car;693.02;172.58;773.88;208.64;37.01;006034.txt;149.020399305556;7151.14862900722;2880;36;80
Car;636.12;180.22;664.33;201.57;50.4;006034.txt;176.130102040816;5926.07491019367;588;21;28
Car;767.66;178.12;1048.12;374;7.56;003004.txt;109.228824714939;9863.55347936168;55076;196;281
